cve_id,cwes,description,severity,exploitability,impact,published_date,last_modified_date
CVE-2020-29660,"{'CWE-416', 'CWE-667'}","A locking inconsistency issue was discovered in the tty subsystem of the Linux kernel through 5.9.13. drivers/tty/tty_io.c and drivers/tty/tty_jobctrl.c may allow a read-after-free attack against TIOCGSID, aka CID-c8bcd9c5be24.",LOW,3.9,2.9,2020-12-09 17:15:00+00:00,2021-11-30 22:21:00+00:00
CVE-2020-29661,"{'CWE-416', 'CWE-667'}","A locking issue was discovered in the tty subsystem of the Linux kernel through 5.9.13. drivers/tty/tty_jobctrl.c allows a use-after-free attack against TIOCSPGRP, aka CID-54ffccbf053b.",HIGH,3.9,10.0,2020-12-09 17:15:00+00:00,2021-11-30 22:21:00+00:00
CVE-2020-35131,{'CWE-94'},"Cockpit before 0.6.1 allows an attacker to inject custom PHP code and achieve Remote Command Execution via registerCriteriaFunction in lib/MongoLite/Database.php, as demonstrated by values in JSON data to the /auth/check or /auth/requestreset URI.",HIGH,10.0,6.4,2021-01-08 17:15:00+00:00,2021-01-12 19:46:00+00:00
CVE-2020-35132,{'CWE-79'},An XSS issue has been discovered in phpLDAPadmin before 1.2.6.2 that allows users to store malicious values that may be executed by other users at a later time via get_request in lib/function.php.,LOW,6.8,2.9,2020-12-11 05:15:00+00:00,2020-12-22 21:16:00+00:00
CVE-2020-35136,{'CWE-88'},Dolibarr 12.0.3 is vulnerable to authenticated Remote Code Execution. An attacker who has the access the admin dashboard can manipulate the backup function by inserting a payload into the filename for the zipfilename_template parameter to admin/tools/dolibarr_export.php.,HIGH,8.0,10.0,2020-12-23 15:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-35149,{'NVD-CWE-noinfo'},"lib/utils.js in mquery before 3.2.3 allows a pollution attack because a special property (e.g., __proto__) can be copied during a merge or clone operation.",MEDIUM,10.0,2.9,2020-12-11 19:15:00+00:00,2020-12-14 21:12:00+00:00
CVE-2020-35236,{'NVD-CWE-noinfo'},The GitLab Webhook Handler in amazee.io Lagoon before 1.12.3 has incorrect access control associated with project deletion.,MEDIUM,10.0,2.9,2020-12-14 05:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-35457,"{'CWE-190', 'CWE-787'}","** DISPUTED ** GNOME GLib before 2.65.3 has an integer overflow, that might lead to an out-of-bounds write, in g_option_group_add_entries. NOTE: the vendor's position is \Realistically this is not a security issue. The standard pattern is for callers to provide a static list of option entries in a fixed number of calls to g_option_group_add_entries().\"" The researcher states that this pattern is undocumented.""",MEDIUM,3.9,6.4,2020-12-14 23:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-35460,{'CWE-22'},"common/InputStreamHelper.java in Packwood MPXJ before 8.3.5 allows directory traversal in the zip stream handler flow, leading to the writing of files to arbitrary locations.",MEDIUM,10.0,2.9,2020-12-14 23:15:00+00:00,2021-01-20 15:15:00+00:00
CVE-2020-35492,{'CWE-787'},"A flaw was found in cairo's image-compositor.c in all versions prior to 1.17.4. This flaw allows an attacker who can provide a crafted input file to cairo's image-compositor (for example, by convincing a user to open a file in an application using cairo, or if an application uses cairo on untrusted input) to cause a stack buffer overflow -> out-of-bounds WRITE. The highest impact from this vulnerability is to confidentiality, integrity, as well as system availability.",MEDIUM,8.6,6.4,2021-03-18 19:15:00+00:00,2022-04-26 16:01:00+00:00
CVE-2020-35508,{'CWE-665'},A flaw possibility of race condition and incorrect initialization of the process id was found in the Linux kernel child/parent process identification handling while filtering signal handlers. A local attacker is able to abuse this flaw to bypass checks to send any signal to a privileged process.,MEDIUM,3.4,6.4,2021-03-26 17:15:00+00:00,2021-12-16 20:42:00+00:00
CVE-2020-35517,{'CWE-269'},A flaw was found in qemu. A host privilege escalation issue was found in the virtio-fs shared file system daemon where a privileged guest user is able to create a device special file in the shared directory and use it to r/w access host devices.,MEDIUM,3.9,6.4,2021-01-28 20:15:00+00:00,2021-07-08 11:15:00+00:00
CVE-2020-35518,{'CWE-200'},"When binding against a DN during authentication, the reply from 389-ds-base will be different whether the DN exists or not. This can be used by an unauthenticated attacker to check the existence of an entry in the LDAP database.",MEDIUM,10.0,2.9,2021-03-26 17:15:00+00:00,2021-04-01 14:56:00+00:00
CVE-2020-35523,{'CWE-190'},"An integer overflow flaw was found in libtiff that exists in the tif_getimage.c file. This flaw allows an attacker to inject and execute arbitrary code when a user opens a crafted TIFF file. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",MEDIUM,8.6,6.4,2021-03-09 20:15:00+00:00,2022-07-30 03:48:00+00:00
CVE-2020-35524,{'CWE-787'},"A heap-based buffer overflow flaw was found in libtiff in the handling of TIFF images in libtiff's TIFF2PDF tool. A specially crafted TIFF file can lead to arbitrary code execution. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",MEDIUM,8.6,6.4,2021-03-09 20:15:00+00:00,2022-07-30 03:48:00+00:00
CVE-2020-35573,{'CWE-834'},srs2.c in PostSRSd before 1.10 allows remote attackers to cause a denial of service (CPU consumption) via a long timestamp tag in an SRS address.,MEDIUM,10.0,2.9,2020-12-20 05:15:00+00:00,2022-04-26 16:12:00+00:00
CVE-2020-35581,{'CWE-79'},A stored cross-site scripting (XSS) issue in Envira Gallery Lite before 1.8.3.3 allows remote attackers to inject arbitrary JavaScript/HTML code via a POST /wp-admin/admin-ajax.php request with the meta[title] parameter.,LOW,6.8,2.9,2021-01-15 07:15:00+00:00,2021-01-15 19:12:00+00:00
CVE-2020-35582,{'CWE-79'},A stored cross-site scripting (XSS) issue in Envira Gallery Lite before 1.8.3.3 allows remote attackers to inject arbitrary JavaScript/HTML code via a POST /wp-admin/post.php request with the post_title parameter.,LOW,6.8,2.9,2021-01-15 07:15:00+00:00,2021-01-15 19:06:00+00:00
CVE-2020-35605,{'NVD-CWE-Other'},The Graphics Protocol feature in graphics.c in kitty before 0.19.3 allows remote attackers to execute arbitrary code because a filename containing special characters can be included in an error message.,HIGH,10.0,6.4,2020-12-21 20:15:00+00:00,2020-12-27 16:15:00+00:00
CVE-2020-35679,{'CWE-401'},"smtpd/table.c in OpenSMTPD before 6.8.0p1 lacks a certain regfree, which might allow attackers to trigger a \very significant\"" memory leak via messages to an instance that performs many regex lookups.""",MEDIUM,10.0,2.9,2020-12-24 16:15:00+00:00,2022-04-26 16:13:00+00:00
CVE-2020-35680,{'CWE-476'},"smtpd/lka_filter.c in OpenSMTPD before 6.8.0p1, in certain configurations, allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted pattern of client activity, because the filter state machine does not properly maintain the I/O channel between the SMTP engine and the filters layer.",MEDIUM,10.0,2.9,2020-12-24 16:15:00+00:00,2021-05-26 10:15:00+00:00
CVE-2020-35769,{'NVD-CWE-noinfo'},miniserv.pl in Webmin 1.962 on Windows mishandles special characters in query arguments to the CGI program.,HIGH,10.0,6.4,2020-12-29 06:15:00+00:00,2022-07-17 12:47:00+00:00
CVE-2020-35774,{'CWE-79'},"server/handler/HistogramQueryHandler.scala in Twitter TwitterServer (aka twitter-server) before 20.12.0, in some configurations, allows XSS via the /histograms endpoint.",LOW,6.8,2.9,2020-12-29 18:15:00+00:00,2022-07-19 11:36:00+00:00
CVE-2020-35846,{'CWE-89'},Agentejo Cockpit before 0.11.2 allows NoSQL injection via the Controller/Auth.php check function.,HIGH,10.0,6.4,2020-12-30 01:15:00+00:00,2021-04-21 17:15:00+00:00
CVE-2020-35847,{'CWE-89'},Agentejo Cockpit before 0.11.2 allows NoSQL injection via the Controller/Auth.php resetpassword function.,HIGH,10.0,6.4,2020-12-30 01:15:00+00:00,2022-04-05 16:06:00+00:00
CVE-2020-35848,{'CWE-89'},Agentejo Cockpit before 0.11.2 allows NoSQL injection via the Controller/Auth.php newpassword function.,HIGH,10.0,6.4,2020-12-30 01:15:00+00:00,2022-04-05 16:06:00+00:00
CVE-2020-35963,{'CWE-787'},flb_gzip_compress in flb_gzip.c in Fluent Bit before 1.6.4 has an out-of-bounds write because it does not use the correct calculation of the maximum gzip data-size expansion.,MEDIUM,8.6,6.4,2021-01-03 19:15:00+00:00,2021-01-08 13:45:00+00:00
CVE-2020-35964,{'CWE-787'},track_header in libavformat/vividas.c in FFmpeg 4.3.1 has an out-of-bounds write because of incorrect extradata packing.,MEDIUM,8.6,2.9,2021-01-03 19:15:00+00:00,2021-05-26 12:15:00+00:00
CVE-2020-35965,{'CWE-787'},decode_frame in libavcodec/exr.c in FFmpeg 4.3.1 has an out-of-bounds write because of errors in calculations of when to perform memset zero operations.,MEDIUM,10.0,2.9,2021-01-04 02:15:00+00:00,2021-11-05 21:57:00+00:00
CVE-2020-35979,{'CWE-787'},An issue was discovered in GPAC version 0.8.0 and 1.0.1. There is heap-based buffer overflow in the function gp_rtp_builder_do_avc() in ietf/rtp_pck_mpeg4.c.,MEDIUM,8.6,6.4,2021-04-21 16:15:00+00:00,2021-04-23 19:53:00+00:00
CVE-2020-35980,{'CWE-416'},An issue was discovered in GPAC version 0.8.0 and 1.0.1. There is a use-after-free in the function gf_isom_box_del() in isomedia/box_funcs.c.,MEDIUM,8.6,6.4,2021-04-21 16:15:00+00:00,2021-04-23 19:53:00+00:00
CVE-2020-35981,{'CWE-476'},An issue was discovered in GPAC version 0.8.0 and 1.0.1. There is an invalid pointer dereference in the function SetupWriters() in isomedia/isom_store.c.,MEDIUM,8.6,6.4,2021-04-21 16:15:00+00:00,2021-04-23 19:54:00+00:00
CVE-2020-35982,{'CWE-476'},An issue was discovered in GPAC version 0.8.0 and 1.0.1. There is an invalid pointer dereference in the function gf_hinter_track_finalize() in media_tools/isom_hinter.c.,MEDIUM,8.6,6.4,2021-04-21 16:15:00+00:00,2021-04-23 19:54:00+00:00
CVE-2020-36048,{'CWE-400'},Engine.IO before 4.0.0 allows attackers to cause a denial of service (resource consumption) via a POST request to the long polling transport.,MEDIUM,10.0,2.9,2021-01-08 00:15:00+00:00,2021-01-12 03:55:00+00:00
CVE-2020-36049,{'CWE-770'},socket.io-parser before 3.4.1 allows attackers to cause a denial of service (memory consumption) via a large packet because a concatenation approach is used.,MEDIUM,10.0,2.9,2021-01-08 00:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-36158,{'CWE-120'},"mwifiex_cmd_802_11_ad_hoc_start in drivers/net/wireless/marvell/mwifiex/join.c in the Linux kernel through 5.10.4 might allow remote attackers to execute arbitrary code via a long SSID value, aka CID-5c455c5ab332.",HIGH,3.9,10.0,2021-01-05 05:15:00+00:00,2021-03-09 21:15:00+00:00
CVE-2020-36177,{'CWE-787'},RsaPad_PSS in wolfcrypt/src/rsa.c in wolfSSL before 4.6.0 has an out-of-bounds write for certain relationships between key size and digest size.,HIGH,10.0,10.0,2021-01-06 16:15:00+00:00,2021-01-12 14:39:00+00:00
CVE-2020-36190,{'CWE-79'},RailsAdmin (aka rails_admin) before 1.4.3 and 2.x before 2.0.2 allows XSS via nested forms.,MEDIUM,8.6,2.9,2021-01-12 20:15:00+00:00,2021-01-14 17:44:00+00:00
CVE-2020-36193,"{'CWE-22', 'CWE-59'}","Tar.php in Archive_Tar through 1.4.11 allows write operations with Directory Traversal due to inadequate checking of symbolic links, a related issue to CVE-2020-28948.",MEDIUM,10.0,2.9,2021-01-18 20:15:00+00:00,2022-01-01 18:13:00+00:00
CVE-2020-36221,{'CWE-191'},"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to slapd crashes in the Certificate Exact Assertion processing, resulting in denial of service (schema_init.c serialNumberAndIssuerCheck).",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:18:00+00:00
CVE-2020-36222,{'CWE-617'},"A flaw was discovered in OpenLDAP before 2.4.57 leading to an assertion failure in slapd in the saslAuthzTo validation, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:21:00+00:00
CVE-2020-36223,"{'CWE-125', 'CWE-415'}","A flaw was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Values Return Filter control handling, resulting in denial of service (double free and out-of-bounds read).",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:21:00+00:00
CVE-2020-36224,{'CWE-763'},"A flaw was discovered in OpenLDAP before 2.4.57 leading to an invalid pointer free and slapd crash in the saslAuthzTo processing, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:22:00+00:00
CVE-2020-36225,{'CWE-415'},"A flaw was discovered in OpenLDAP before 2.4.57 leading to a double free and slapd crash in the saslAuthzTo processing, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:24:00+00:00
CVE-2020-36226,{'NVD-CWE-noinfo'},"A flaw was discovered in OpenLDAP before 2.4.57 leading to a memch->bv_len miscalculation and slapd crash in the saslAuthzTo processing, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:24:00+00:00
CVE-2020-36227,{'CWE-835'},"A flaw was discovered in OpenLDAP before 2.4.57 leading to an infinite loop in slapd with the cancel_extop Cancel operation, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:25:00+00:00
CVE-2020-36228,{'CWE-191'},"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Certificate List Exact Assertion processing, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:36:00+00:00
CVE-2020-36229,{'CWE-843'},"A flaw was discovered in ldap_X509dn2bv in OpenLDAP before 2.4.57 leading to a slapd crash in the X.509 DN parsing in ad_keystring, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-13 16:37:00+00:00
CVE-2020-36230,{'CWE-617'},"A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.509 DN parsing in decode.c ber_next_element, resulting in denial of service.",MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2022-04-30 02:18:00+00:00
CVE-2020-36241,"{'CWE-22', 'CWE-59'}","autoar-extractor.c in GNOME gnome-autoar through 0.2.4, as used by GNOME Shell, Nautilus, and other software, allows Directory Traversal during extraction because it lacks a check of whether a file's parent is a symlink to a directory outside of the intended extraction location.",LOW,3.9,2.9,2021-02-05 14:15:00+00:00,2022-04-08 14:22:00+00:00
CVE-2020-36254,{'NVD-CWE-noinfo'},"scp.c in Dropbear before 2020.79 mishandles the filename of . or an empty filename, a related issue to CVE-2018-20685.",MEDIUM,8.6,6.4,2021-02-25 09:15:00+00:00,2021-09-17 15:34:00+00:00
CVE-2020-36278,{'CWE-125'},Leptonica before 1.80.0 allows a heap-based buffer over-read in findNextBorderPixel in ccbord.c.,MEDIUM,10.0,2.9,2021-03-12 00:15:00+00:00,2021-12-03 17:37:00+00:00
CVE-2020-36279,{'CWE-125'},"Leptonica before 1.80.0 allows a heap-based buffer over-read in rasteropGeneralLow, related to adaptmap_reg.c and adaptmap.c.",MEDIUM,10.0,2.9,2021-03-12 00:15:00+00:00,2021-12-03 17:38:00+00:00
CVE-2020-36280,{'CWE-125'},"Leptonica before 1.80.0 allows a heap-based buffer over-read in pixReadFromTiffStream, related to tiffio.c.",MEDIUM,10.0,2.9,2021-03-12 00:15:00+00:00,2021-12-03 17:38:00+00:00
CVE-2020-36281,{'CWE-125'},Leptonica before 1.80.0 allows a heap-based buffer over-read in pixFewColorsOctcubeQuantMixed in colorquant1.c.,MEDIUM,10.0,2.9,2021-03-12 01:15:00+00:00,2021-12-03 18:03:00+00:00
CVE-2020-36310,{'CWE-835'},"An issue was discovered in the Linux kernel before 5.8. arch/x86/kvm/svm/svm.c allows a set_memory_region_test infinite loop for certain nested page faults, aka CID-e72436bc3a52.",LOW,3.9,2.9,2021-04-07 00:15:00+00:00,2022-04-18 19:27:00+00:00
CVE-2020-36311,{'NVD-CWE-noinfo'},"An issue was discovered in the Linux kernel before 5.9. arch/x86/kvm/svm/sev.c allows attackers to cause a denial of service (soft lockup) by triggering destruction of a large SEV VM (which requires unregistering many encrypted regions), aka CID-7be74942f184.",LOW,3.9,2.9,2021-04-07 00:15:00+00:00,2022-05-03 13:05:00+00:00
